city,name,price,area,address,distinct
almaty,2-комнатная квартира,150 000 〒,50 м²,Чайковского 36 — Макатаева,Медеуский р-н
almaty,1-комнатная квартира,200 000 〒,40 м²,Абая 130,Бостандыкский р-н
almaty,1-комнатная квартира,160 000 〒,40 м²,Муканова 159,Алмалинский р-н
almaty,1-комнатная квартира,150 000 〒,45 м²,мкр Таугуль 13 — Джандосова Саина,Ауэзовский р-н
almaty,3-комнатная квартира,350 000 〒,160 м²,Бухар Жырау 27/5 — Маркова,Бостандыкский р-н
almaty,1-комнатная квартира,45 000 〒,20 м²,улица Райымбека 206,Алмалинский р-н
almaty,1-комнатная квартира,130 000 〒,34 м²,улица Жарокова 10,Алмалинский р-н
almaty,1-комнатная квартира,140 000 〒,34 м²,Наурызбай Батыра 24 — Макатаева,null
almaty,1-комнатная квартира,70 000 〒,31 м²,улица Туркебаева 244 — Мынбаева,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,61 м²,мкр Алмагуль 311А — Гагарина Кожабекова,Бостандыкский р-н
almaty,1-комнатная квартира,140 000 〒,41 м²,Алмалинский район — Толе би,Алмалинский р-н
almaty,1-комнатная квартира,150 000 〒,40 м²,Навои 208 — Торайгырова,Бостандыкский р-н
almaty,1-комнатная квартира,35 000 〒,14 м²,мкр Улжан-1,Алатауский р-н
almaty,3-комнатная квартира,150 000 〒,60 м²,Брусиловского 50,Алмалинский р-н
almaty,3-комнатная квартира,330 000 〒,110 м²,Ходжанова 76 — Аль-фараби,Бостандыкский р-н
almaty,3-комнатная квартира,380 000 〒,165 м²,Луганского 1 — Сатпаева,Медеуский р-н
almaty,2-комнатная квартира,200 000 〒,80 м²,Хусаинова 225 — Розыбакиева,Бостандыкский р-н
almaty,2-комнатная квартира,70 000 〒,40 м²,проспект Суюнбая 671,Турксибский р-н
almaty,3-комнатная квартира,500 000 〒,135 м²,Ходжанова — Экспериментальная,Бостандыкский р-н
almaty,2-комнатная квартира,400 000 〒,65 м²,Гагарина 287 — Левитана,Бостандыкский р-н
almaty,5-комнатная квартира,500 000 〒,190 м²,мкр Керемет,Бостандыкский р-н
almaty,3-комнатная квартира,450 000 〒,130 м²,проспект Достык 128 — Сатпаева,Медеуский р-н
almaty,3-комнатная квартира,250 000 〒,100 м²,Ударная 21 — Жамбыла,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,37 м²,"Мкр.Акбулак,1-я улица 43",null
almaty,1-комнатная квартира,90 000 〒,35 м²,Ахметова 30 — Майлина,Турксибский р-н
almaty,6-комнатная квартира,1 500 000 〒,350 м²,Мкр Самал-3 22 — проспект Аль-Фараби,Медеуский р-н
almaty,3-комнатная квартира,250 000 〒,142 м²,Брусиловского 144,Алмалинский р-н
almaty,3-комнатная квартира,250 000 〒,142 м²,Брусиловского 144,Алмалинский р-н
almaty,2-комнатная квартира,300 000 〒,82 м²,Абылай Хана 87,null
almaty,3-комнатная квартира,330 000 〒,150 м²,Ленина — Жолдасбекова,Медеуский р-н
almaty,3-комнатная квартира,130 000 〒,57 м²,мкр Аксай-3,Ауэзовский р-н
almaty,3-комнатная квартира,160 000 〒,90 м²,Мкр №11 3,Ауэзовский р-н
almaty,2-комнатная квартира,120 000 〒,54 м²,Акбулак 3 9,Алатауский р-н
almaty,1-комнатная квартира,100 000 〒,31 м²,Муратбаева 123,Алмалинский р-н
almaty,6-комнатная квартира,300 000 〒,125 м²,проспект Назарбаева 231 — проспект Аль-Фараби,Медеуский р-н
almaty,1-комнатная квартира,250 000 〒,50 м²,Сейфуллина 187,null
almaty,1-комнатная квартира,220 000 〒,46 м²,Сейфуллина 187 — Аль-фараби,null
almaty,3-комнатная квартира,500 000 〒,165 м²,Кабанбай батыра 85 — Абылайхана,Бостандыкский р-н
almaty,3-комнатная квартира,350 000 〒,150 м²,мкр Самал-1 — Жолдасбекова,Медеуский р-н
almaty,2-комнатная квартира,250 000 〒,83.5 м²,Науаи 37 — Жандосова,null
almaty,3-комнатная квартира,260 000 〒,74 м²,Айманова 70 — Жамбула,Алмалинский р-н
almaty,3-комнатная квартира,200 000 〒,71.8 м²,Мауленова 129 — Абая,Алмалинский р-н
almaty,2-комнатная квартира,300 000 〒,72 м²,Барибаева 43/6 — Айтеке би,Медеуский р-н
almaty,1-комнатная квартира,165 000 〒,38 м²,Сатпаева 90/20,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,70 м²,Наурызбай батыра 13 — Маметовой,Алмалинский р-н
almaty,2-комнатная квартира,160 000 〒,58 м²,Гоголя 15 — Калдаякова,Медеуский р-н
almaty,2-комнатная квартира,30 000 〒,24 м²,мкр Ожет,Алатауский р-н
almaty,2-комнатная квартира,150 000 〒,48 м²,мкр Орбита-2,Бостандыкский р-н
almaty,3-комнатная квартира,450 000 〒,160 м²,проспект Аль-Фараби 110Е,Медеуский р-н
almaty,3-комнатная квартира,260 000 〒,95 м²,Ауэзова 129 — Сатпаева,Бостандыкский р-н
almaty,2-комнатная квартира,130 000 〒,45 м²,Брусиловского 247 — Сатпаева,Бостандыкский р-н
almaty,3-комнатная квартира,600 000 〒,127 м²,Аль-фараби 21,Бостандыкский р-н
almaty,1-комнатная квартира,100 000 〒,29 м²,Манаса — Тимирязева,Бостандыкский р-н
almaty,1-комнатная квартира,130 000 〒,55 м²,Абая 202/1 — Тлендиева,Бостандыкский р-н
almaty,3-комнатная квартира,380 000 〒,90 м²,Луганского 1 — Сатпаева,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,50 м²,мкр Алатау,Бостандыкский р-н
almaty,2-комнатная квартира,420 000 〒,63 м²,Наурызбайский батыра 111 — Курмангазы,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,70 м²,мкр Шугыла,Наурызбайский р-н
almaty,2-комнатная квартира,440 000 〒,85 м² помесячно,Достык 128,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,110 м²,Аль-Фараби проспект,null
almaty,3-комнатная квартира,750 000 〒,101 м²,мкр Горный Гигант,Медеуский р-н
almaty,4-комнатная квартира,300 000 〒,90 м²,проспект Достык — Жамал омарова,Медеуский р-н
almaty,2-комнатная квартира,300 000 〒,45 м²,Достык 138 — Жолдасбекова,null
almaty,3-комнатная квартира,400 000 〒,87 м²,Аль-Фараби 144 — Сыргабекова,Бостандыкский р-н
almaty,1-комнатная квартира,180 000 〒,55 м²,Гоголя 20 — Абдуллиных,Медеуский р-н
almaty,1-комнатная квартира,50 000 〒,14 м²,Саина 20/1 — Маречека,null
almaty,2-комнатная квартира,200 000 〒,55 м²,Мкр. Самал-1 — Фурманова,null
almaty,3-комнатная квартира,250 000 〒,100 м²,проспект Достык 48 — Курмангазы,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,42 м²,Мустафина,Наурызбайский р-н
almaty,3-комнатная квартира,165 000 〒,65 м²,мкр Орбита-3,Бостандыкский р-н
almaty,3-комнатная квартира,330 000 〒,140 м² помесячно,Аль-Фараби 95 — Ходжанова,Бостандыкский р-н
almaty,3-комнатная квартира,165 000 〒,90 м²,Толе би 157 — Байзакова,Алмалинский р-н
almaty,2-комнатная квартира,160 000 〒,50 м²,Абая — Космонав,Алмалинский р-н
almaty,3-комнатная квартира,180 000 〒,100 м²,Масанчи 98а,Бостандыкский р-н
almaty,1-комнатная квартира,80 000 〒,42 м²,мкр Нуркент (Алгабас-1),Алатауский р-н
almaty,2-комнатная квартира,230 000 〒,54 м²,Достык 162к6 — Аль-Фараби,Медеуский р-н
almaty,3-комнатная квартира,300 000 〒,135 м²,Каблукова 264,Бостандыкский р-н
almaty,2-комнатная квартира,100 000 〒,42 м²,проспект Сакена Сейфуллина 173/10а,Жетысуский р-н
almaty,2-комнатная квартира,115 000 〒,40 м²,Богенбай Батыра — Шагабутдинова,Алмалинский р-н
almaty,2-комнатная квартира,110 000 〒,52 м²,мкр Тастак-2,Алмалинский р-н
almaty,3-комнатная квартира,430 000 〒,110 м²,Кажымукана 49,Медеуский р-н
almaty,1-комнатная квартира,250 000 〒,56 м²,мкр Коктем-3 35 — Бұхар Жырау,Бостандыкский р-н
almaty,3-комнатная квартира,249 999 〒,108 м²,Гагарина проспект 124 — Абая,Алмалинский р-н
almaty,2-комнатная квартира,130 000 〒,56 м²,Богенбай Батыра 88 — Зенкова,Медеуский р-н
almaty,2-комнатная квартира,130 000 〒,53 м²,Жибек Жолы 23 — Барибаева,Медеуский р-н
almaty,2-комнатная квартира,190 000 〒,85 м²,Достык 44,Медеуский р-н
almaty,1-комнатная квартира,150 000 〒,33 м²,улица Тулебаева 53 — Гоголя,Медеуский р-н
almaty,1-комнатная квартира,150 000 〒,33 м²,улица Тулебаева 53 — Гоголя,Медеуский р-н
almaty,4-комнатная квартира,350 000 〒,125 м²,Каблукова — Розыбакиева,null
almaty,2-комнатная квартира,100 000 〒,43 м²,мкр №5,Ауэзовский р-н
almaty,1-комнатная квартира,180 000 〒,45 м²,Абая — Абая розыбакиева,null
almaty,2-комнатная квартира,180 000 〒,56 м²,Пушкина 129 — Курмангазы,Медеуский р-н
almaty,2-комнатная квартира,450 000 〒,85 м² помесячно,Аль-Фараби 21,null
almaty,3-комнатная квартира,450 000 〒,140 м²,Аль-Фараби — Мира,Бостандыкский р-н
almaty,2-комнатная квартира,100 000 〒,52 м²,Навои 302,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,70 м²,Казыбек би 43/9,Медеуский р-н
almaty,2-комнатная квартира,220 000 〒,75 м²,Наурызбай батыра Дом 50 — Жибек Жолы,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,112 м²,Барибаева,Медеуский р-н
almaty,1-комнатная квартира,190 000 〒,60 м²,Гоголя 20,Медеуский р-н
almaty,3-комнатная квартира,130 000 〒,66.2 м²,Желтоксан — Алимжанова,Алмалинский р-н
almaty,2-комнатная квартира,170 000 〒,55 м²,мкр Самал-1,Медеуский р-н
almaty,2-комнатная квартира,200 000 〒,85 м²,Гагарина 287 /2 — Левитана,Бостандыкский р-н
almaty,3-комнатная квартира,300 000 〒,90 м²,Розыбакиева — Торайгырова Розыбакиева,Бостандыкский р-н
almaty,2-комнатная квартира,230 000 〒,75 м²,Розыбакиева 181А,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,75 м²,Каблукова 270 блок 1,Бостандыкский р-н
almaty,2-комнатная квартира,200 000 〒,80 м²,Абиша Кекилбайулы 97а,Бостандыкский р-н
almaty,2-комнатная квартира,300 000 〒,75 м²,Гагарина 287А,Бостандыкский р-н
almaty,2-комнатная квартира,250 000 〒,80 м²,улица Абиша Кекилбайулы 270 4 блок,Бостандыкский р-н
almaty,1-комнатная квартира,80 000 〒,38 м²,мкр Кулагер,Жетысуский р-н
almaty,2-комнатная квартира,185 000 〒,62 м²,Пушкина — Курмангазы,Медеуский р-н
almaty,2-комнатная квартира,800 000 〒,160 м²,мкр Горный Гигант,Медеуский р-н
almaty,1-комнатная квартира,45 000 〒,16 м²,Казыбек би 156 — Жумалиева,Алмалинский р-н
almaty,1-комнатная квартира,55 000 〒,24 м²,Ж.Тобаякова — Назарбаева,Жетысуский р-н
almaty,1-комнатная квартира,85 000 〒,41 м²,мкр Жетысу-2 41 — Саина,Ауэзовский р-н
almaty,1-комнатная квартира,85 000 〒,35 м²,Майлина — Майлина,Турксибский р-н
almaty,2-комнатная квартира,120 000 〒,55 м²,Райымбека 241 — Полежаева,null
almaty,1-комнатная квартира,60 000 〒,20 м²,мкр Орбита-1,Бостандыкский р-н
almaty,2-комнатная квартира,400 000 〒,90 м²,Достык 97 — Бектурова,Медеуский р-н
almaty,1-комнатная квартира,120 000 〒,35 м²,Шарипова 124 — Абая,Алмалинский р-н
almaty,1-комнатная квартира,80 000 〒,32 м²,мкр Алтай-1,Турксибский р-н
almaty,2-комнатная квартира,380 000 〒,80 м² помесячно,Кабанбай батыра,Медеуский р-н
almaty,1-комнатная квартира,125 000 〒,26 м²,Казыбек би 125 — Досмухамедова,null
almaty,2-комнатная квартира,350 000 〒,80 м² помесячно,Кабанбай батыра,Медеуский р-н
almaty,1-комнатная квартира,90 000 〒,40 м²,Жарокова — Аль-Фараби,Бостандыкский р-н
almaty,1-комнатная квартира,90 000 〒,33 м²,Назарбаева 42 — Маметова,Алмалинский р-н
almaty,1-комнатная квартира,70 000 〒,34 м²,Саина 69а — Жандосова-Саина,Ауэзовский р-н
almaty,1-комнатная квартира,80 000 〒,32 м²,мкр Орбита-2 38,Бостандыкский р-н
almaty,3-комнатная квартира,150 000 〒,60 м²,мкр №5,Ауэзовский р-н
almaty,3-комнатная квартира,150 000 〒,60 м²,мкр №5,Ауэзовский р-н
almaty,3-комнатная квартира,600 000 〒,125 м² помесячно,Кабанбай батыра,Ауэзовский р-н
almaty,3-комнатная квартира,370 000 〒,120 м²,Назарбаева 223,null
almaty,2-комнатная квартира,250 000 〒,100 м²,Достык 250,null
almaty,4-комнатная квартира,650 000 〒,200 м² помесячно,Фурманова 63,Медеуский р-н
almaty,4-комнатная квартира,650 000 〒,165 м²,Фурманова 301,null
almaty,1-комнатная квартира,100 000 〒,38 м²,22-я линия 12а,null
almaty,1-комнатная квартира,90 000 〒,42 м²,мкр Айнабулак-4 175,Жетысуский р-н
almaty,2-комнатная квартира,160 000 〒,60 м² помесячно,Тимирязева 5 — Наурызбай батыра,Бостандыкский р-н
almaty,3-комнатная квартира,130 000 〒,65 м²,мкр Айнабулак-2,Жетысуский р-н
almaty,2-комнатная квартира,280 000 〒,95 м²,Тимирязева 5,Бостандыкский р-н
almaty,3-комнатная квартира,200 000 〒,75 м²,Сатпаева 127 — Тлендиева,Бостандыкский р-н
almaty,2-комнатная квартира,140 000 〒,50 м²,Макатаева 131 — Муратбаева,Алмалинский р-н
almaty,3-комнатная квартира,120 000 〒,58 м²,мкр №1,Ауэзовский р-н
almaty,1-комнатная квартира,90 000 〒,31 м²,мкр №10,Ауэзовский р-н
almaty,3-комнатная квартира,200 000 〒,75 м²,мкр Самал-2,Медеуский р-н
almaty,3-комнатная квартира,500 000 〒,110 м²,Аль-Фараби 5к3А — Козыбаева,Медеуский р-н
almaty,1-комнатная квартира,105 000 〒,37 м²,Жубанова 9,Ауэзовский р-н
almaty,1-комнатная квартира,100 000 〒,39 м²,Шагабутдинова 86,Алмалинский р-н
almaty,2-комнатная квартира,130 000 〒,36 м²,Толе Би 45 — Ауэзова,Алмалинский р-н
almaty,4-комнатная квартира,1 000 000 〒,206 м²,Горная 276/6,Медеуский р-н
almaty,2-комнатная квартира,100 000 〒,45 м²,Мкр №5,Ауэзовский р-н
almaty,2-комнатная квартира,120 000 〒,41 м²,Габдулина 80 — Байзакова,Бостандыкский р-н
almaty,2-комнатная квартира,130 000 〒,43 м²,мкр №8,Ауэзовский р-н
almaty,2-комнатная квартира,140 000 〒,50 м²,Макатаева 131 — Байзакова,Алмалинский р-н
almaty,3-комнатная квартира,350 000 〒,120 м²,Кашгарская 69/102,Медеуский р-н
almaty,3-комнатная квартира,350 000 〒,110 м²,Абиша Кекилбаева — Малахова,Бостандыкский р-н
almaty,2-комнатная квартира,90 000 〒,40 м²,Толе би 18 — Орманова,Медеуский р-н
almaty,3-комнатная квартира,120 000 〒,75 м²,мкр Аксай-1,Ауэзовский р-н
almaty,4-комнатная квартира,450 000 〒,140 м²,Ходжанова 10,Бостандыкский р-н
almaty,3-комнатная квартира,300 000 〒,135 м²,Жамбыла 211,Алмалинский р-н
almaty,3-комнатная квартира,400 000 〒,110 м²,Аль-Фараби 7,Бостандыкский р-н
almaty,1-комнатная квартира,70 000 〒,40 м²,Саина 184,Ауэзовский р-н
almaty,4-комнатная квартира,1 000 000 〒,220 м²,Горная 276/8 — Достык,Медеуский р-н
almaty,1-комнатная квартира,105 000 〒,30.2 м²,Байтурсынова 2 — Макатаева,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,34.5 м²,проспект Райымбека,Алатауский р-н
almaty,2-комнатная квартира,100 000 〒,34 м²,Тургута Озала 168,Алмалинский р-н
almaty,2-комнатная квартира,330 000 〒,65 м²,Аль-Фараби 5к3А,Медеуский р-н
almaty,3-комнатная квартира,90 000 〒,60 м²,мкр Жулдыз-2 1з — Донентаева,Турксибский р-н
almaty,1-комнатная квартира,100 000 〒,27 м²,мкр Аксай-5,Ауэзовский р-н
almaty,1-комнатная квартира,70 000 〒,40 м²,Саина 184 — Жандосова,Ауэзовский р-н
almaty,1-комнатная квартира,120 000 〒,46 м²,Навои — Торайгырова,Бостандыкский р-н
almaty,2-комнатная квартира,290 000 〒,78 м²,Гагарина 311,Бостандыкский р-н
almaty,2-комнатная квартира,300 000 〒,46 м²,Достык 138 — Жолдасбекова,null
almaty,3-комнатная квартира,300 000 〒,120 м²,Самал-2,Медеуский р-н
almaty,5-комнатная квартира,600 000 〒,250 м²,Кунаева 110 — Карасай батыра,Медеуский р-н
almaty,4-комнатная квартира,500 000 〒,150 м²,Кабанбай батыра 92 — Абылайхана,Алмалинский р-н
almaty,2-комнатная квартира,150 000 〒,40 м²,мкр Орбита-2,Бостандыкский р-н
almaty,2-комнатная квартира,250 000 〒,72 м²,Зенкова 59 — Кабанбай батыра,Медеуский р-н
almaty,2-комнатная квартира,300 000 〒,80 м² помесячно,Достык (Ленина) 97Б — Снегина,Медеуский р-н
almaty,3-комнатная квартира,450 000 〒,130 м²,Мендикулова 105,Медеуский р-н
almaty,2-комнатная квартира,170 000 〒,65 м²,Абая 150/230 — Тургута Озала,Бостандыкский р-н
almaty,2-комнатная квартира,260 000 〒,95 м²,мкр Керемет,Бостандыкский р-н
almaty,2-комнатная квартира,400 000 〒,80 м²,Кажымукана 37,Медеуский р-н
almaty,4-комнатная квартира,430 000 〒,160 м²,Луганского 1 — Сатпаева,Медеуский р-н
almaty,4-комнатная квартира,600 000 〒,160 м² помесячно,Кабанбай батыра 87 — Кабанбай батыра,Алмалинский р-н
almaty,2-комнатная квартира,170 000 〒,87 м²,мкр Таугуль,Ауэзовский р-н
almaty,3-комнатная квартира,500 000 〒,130 м²,Кажымукана 49,Медеуский р-н
almaty,4-комнатная квартира,300 000 〒,130 м²,Желтоксан — Карасай Батыра,Алмалинский р-н
almaty,2-комнатная квартира,75 000 〒,56 м²,Алматы,null
almaty,2-комнатная квартира,250 000 〒,10 м²,Курмангазы 97,Алмалинский р-н
almaty,1-комнатная квартира,65 000 〒,32 м²,Ваз 12,Турксибский р-н
almaty,4-комнатная квартира,350 000 〒,140 м²,Тимирязева 5,Бостандыкский р-н
almaty,1-комнатная квартира,190 000 〒,45 м²,Абая 130 — Розбакиевв,Бостандыкский р-н
almaty,2-комнатная квартира,180 000 〒,59.5 м²,Шагабутдинова 88 — Карасай Батыра,Алмалинский р-н
almaty,2-комнатная квартира,350 000 〒,70 м²,Назарбаева 223,Медеуский р-н
almaty,3-комнатная квартира,160 000 〒,80 м²,Калдаякова,Медеуский р-н
almaty,3-комнатная квартира,950 000 〒,125 м²,мкр Юбилейный,Медеуский р-н
almaty,3-комнатная квартира,500 000 〒,102 м² помесячно,мкр Горный Гигант,Медеуский р-н
almaty,2-комнатная квартира,75 000 〒,60 м²,Асыл Арман 2,null
almaty,1-комнатная квартира,80 000 〒,40 м²,мкр Аксай-4 102 — Саина,Ауэзовский р-н
almaty,1-комнатная квартира,110 000 〒,42 м²,улица Утеген Батыра 21 — Толе Би,Алмалинский р-н
almaty,5-комнатная квартира,1 000 000 〒,330 м²,Тулебаева 171 — Шевченко,Медеуский р-н
almaty,1-комнатная квартира,130 000 〒,43 м²,Саина 13а — Жандосова,Ауэзовский р-н
almaty,3-комнатная квартира,350 000 〒,160 м²,Бухар жырау 27/5,Бостандыкский р-н
almaty,2-комнатная квартира,135 000 〒,45.4 м²,Панфилова 51 — Маметова,Алмалинский р-н
almaty,3-комнатная квартира,180 000 〒,100 м²,Масанчи 98а,Бостандыкский р-н
almaty,3-комнатная квартира,130 000 〒,57 м²,Орбита-4 — Мустафина,null
almaty,1-комнатная квартира,95 000 〒,40 м²,мкр Шугыла,Наурызбайский р-н
almaty,5-комнатная квартира,700 000 〒,260 м² помесячно,Зенкова 32 — Богенбай батыра,Медеуский р-н
almaty,2-комнатная квартира,105 000 〒,54 м²,мкр Жулдыз-2 25,Турксибский р-н
almaty,3-комнатная квартира,155 000 〒,65 м²,Аль Фараби — Зейна Шашкина,Медеуский р-н
almaty,4-комнатная квартира,300 000 〒,110 м²,Навои 208 — Торайгырова,Бостандыкский р-н
almaty,3-комнатная квартира,350 000 〒,120 м²,Мкр керемет 6к20 — Наурызбай батыра,Бостандыкский р-н
almaty,2-комнатная квартира,100 000 〒,48 м²,мкр Алтай-1,Турксибский р-н
almaty,2-комнатная квартира,250 000 〒,65 м²,Масанчи 23/5 — Гоголя,Алмалинский р-н
almaty,3-комнатная квартира,450 000 〒,171 м²,Мирас 53–64,Бостандыкский р-н
almaty,3-комнатная квартира,400 000 〒,125 м²,Каблукова 264,Бостандыкский р-н
almaty,2-комнатная квартира,120 000 〒,55 м²,Чернышевского 25/2 — проспект Сакена Сейфуллина,Турксибский р-н
almaty,2-комнатная квартира,180 000 〒,80 м²,Брусиловского,Алмалинский р-н
almaty,2-комнатная квартира,180 000 〒,45 м²,проспект Достык — Кажымукана,Медеуский р-н
almaty,2-комнатная квартира,100 000 〒,40 м²,мкр Айнабулак-1 5,Жетысуский р-н
almaty,1-комнатная квартира,90 000 〒,33 м²,мкр №4,Ауэзовский р-н
almaty,2-комнатная квартира,110 000 〒,58 м²,Райымбека 247а — Павленко,Алмалинский р-н
almaty,3-комнатная квартира,280 000 〒,105 м²,Нурмакова — Кабанбай Батыра,Алмалинский р-н
almaty,1-комнатная квартира,75 000 〒,33 м²,Толе би 182 — Жарокова,Алмалинский р-н
almaty,1-комнатная квартира,140 000 〒,50 м²,Гоголя — Байтурсынова,Алмалинский р-н
almaty,1-комнатная квартира,70 000 〒,45 м²,мкр Думан-2 20,Медеуский р-н
almaty,2-комнатная квартира,140 000 〒,47 м²,Наурызбай батыра 25 — Жибек жолы,Алмалинский р-н
almaty,3-комнатная квартира,120 000 〒,60 м²,мкр №5,Ауэзовский р-н
almaty,2-комнатная квартира,140 000 〒,56 м²,Шарипова 129 — Жамбула,Алмалинский р-н
almaty,4-комнатная квартира,480 000 〒,180 м²,Омаровой,Медеуский р-н
almaty,2-комнатная квартира,110 000 〒,44 м²,мкр №1,Ауэзовский р-н
almaty,1-комнатная квартира,60 000 〒,40 м²,мкр Кокжиек,Жетысуский р-н
almaty,1-комнатная квартира,90 000 〒,41 м²,мкр Тастак-2,Алмалинский р-н
almaty,1-комнатная квартира,70 000 〒,24 м²,Райымбека 53 — Жетысуская,Медеуский р-н
almaty,1-комнатная квартира,55 000 〒,24 м²,Маяковского — Суюнбая,Жетысуский р-н
almaty,1-комнатная квартира,110 000 〒,43 м²,Утеген Батыра — Толе би,Алмалинский р-н
almaty,1-комнатная квартира,60 000 〒,20 м²,мкр Тастак-3,Алмалинский р-н
almaty,2-комнатная квартира,100 000 〒,44 м²,мкр Орбита-3,Бостандыкский р-н
almaty,3-комнатная квартира,270 000 〒,110 м²,Бальзака 8 — Альфараби,Бостандыкский р-н
almaty,2-комнатная квартира,190 000 〒,65 м²,мкр Самал-2,Медеуский р-н
almaty,4-комнатная квартира,300 000 〒,110 м²,Навои — Торайгырова,Бостандыкский р-н
almaty,1-комнатная квартира,75 000 〒,31 м²,мкр №4,Ауэзовский р-н
almaty,2-комнатная квартира,120 000 〒,65 м²,Маркова 33 — Габдуллина,Бостандыкский р-н
almaty,3-комнатная квартира,600 000 〒,168 м²,мкр Мирас,Бостандыкский р-н
almaty,3-комнатная квартира,1 200 000 〒,120 м²,Аль-Фараби 77/3,Медеуский р-н
almaty,2-комнатная квартира,150 000 〒,53 м²,Басенова 16/1 — Розбакиева,Бостандыкский р-н
almaty,1-комнатная квартира,100 000 〒,40 м²,мкр Таугуль-1,Ауэзовский р-н
almaty,3-комнатная квартира,320 000 〒,105 м²,проспект Достык 94 — Шевченко,Медеуский р-н
almaty,2-комнатная квартира,130 000 〒,41 м²,Тулебаева 37,Медеуский р-н
almaty,2-комнатная квартира,265 000 〒,65 м²,Курмангазы 97,null
almaty,1-комнатная квартира,80 000 〒,33 м²,мкр №2,Ауэзовский р-н
almaty,1-комнатная квартира,115 000 〒,31 м²,Чайковского — Маметовой,Алмалинский р-н
almaty,1-комнатная квартира,80 000 〒,40 м²,мкр Аксай-2,Ауэзовский р-н
almaty,1-комнатная квартира,100 000 〒,33 м²,мкр Орбита-1,Бостандыкский р-н
almaty,1-комнатная квартира,130 000 〒,60 м² помесячно,Сатпаева 90/20 — Тлендиева,Ауэзовский р-н
almaty,3-комнатная квартира,500 000 〒,135 м²,Ходжанова 10,Медеуский р-н
almaty,5-комнатная квартира,800 000 〒,350 м²,Альфараби 100 — Шашкина,Медеуский р-н
almaty,3-комнатная квартира,350 000 〒,110 м²,Кенесары хана 54,Наурызбайский р-н
almaty,1-комнатная квартира,100 000 〒,43 м²,мкр №10,Ауэзовский р-н
almaty,2-комнатная квартира,110 000 〒,45 м²,Абая — Абылай хана,null
almaty,2-комнатная квартира,170 000 〒,60 м²,Навои 208/3 — Торайгырова,Бостандыкский р-н
almaty,2-комнатная квартира,250 000 〒,70 м²,Курмангазы 97 — Курмангазы,Алмалинский р-н
almaty,4-комнатная квартира,550 000 〒,140 м²,Назарбаева 111 — Казыбек би,Медеуский р-н
almaty,2-комнатная квартира,250 000 〒,80 м²,Айманова,Бостандыкский р-н
almaty,3-комнатная квартира,200 000 〒,76 м²,проспект Достык — Омаровой,Медеуский р-н
almaty,3-комнатная квартира,200 000 〒,86 м²,мкр Шугыла,Наурызбайский р-н
almaty,1-комнатная квартира,70 000 〒,40 м²,мкр Кемел (Первомайское) — Дулыга,Жетысуский р-н
almaty,1-комнатная квартира,85 000 〒,40 м²,мкр Кокжиек,Жетысуский р-н
almaty,2-комнатная квартира,300 000 〒,90 м²,Фурманова 301,Медеуский р-н
almaty,3-комнатная квартира,260 000 〒,120 м²,Масанчи 98а,Бостандыкский р-н
almaty,2-комнатная квартира,100 000 〒,60 м²,Закарпатская 34,Турксибский р-н
almaty,3-комнатная квартира,400 000 〒,150 м²,Достык 160 — Жолдасбекова,Медеуский р-н
almaty,1-комнатная квартира,115 000 〒,41 м²,Карасай батыра 209 — Гагарина,Алмалинский р-н
almaty,1-комнатная квартира,100 000 〒,36 м²,мкр №1,Ауэзовский р-н
almaty,1-комнатная квартира,85 000 〒,32 м²,мкр №8,Ауэзовский р-н
almaty,2-комнатная квартира,125 000 〒,42 м²,Наурызбай Батыра 82 — Казыбек Би,Алмалинский р-н
almaty,3-комнатная квартира,350 000 〒,108 м²,Аскарова Асанбая 21,Наурызбайский р-н
almaty,4-комнатная квартира,430 000 〒,130 м²,улица Розыбакиева 281 — Аль-Фараби,Бостандыкский р-н
almaty,1-комнатная квартира,90 000 〒,33 м²,мкр Коктем-2,Бостандыкский р-н
almaty,1-комнатная квартира,65 000 〒,32 м²,Майлина — Мантажная,Турксибский р-н
almaty,3-комнатная квартира,350 000 〒,100 м² помесячно,проспект Достык 12 — Курмангазы,Медеуский р-н
almaty,3-комнатная квартира,160 000 〒,70 м²,мкр Орбита-3,Бостандыкский р-н
almaty,2-комнатная квартира,80 000 〒,45 м²,Саялы 90 — Ак кайнар,Алатауский р-н
almaty,3-комнатная квартира,180 000 〒,68 м²,мкр Самал-2,Медеуский р-н
almaty,2-комнатная квартира,130 000 〒,50 м²,Байзакова — Гоголя,Алмалинский р-н
almaty,2-комнатная квартира,135 000 〒,51 м²,Жарокова — Курмангазы,Алмалинский р-н
almaty,3-комнатная квартира,230 000 〒,100 м²,проспект Достык — Курмангазы,Медеуский р-н
